@relation complete_nonan

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute 'weka.classifiers.bayes.BayesNet' numeric
@attribute 'weka.classifiers.bayes.NaiveBayes' numeric
@attribute 'weka.classifiers.bayes.NaiveBayesMultinomial' numeric
@attribute 'weka.classifiers.functions.Logistic' numeric
@attribute 'weka.classifiers.functions.MultilayerPerceptron' numeric
@attribute 'weka.classifiers.functions.SGD' numeric
@attribute 'weka.classifiers.functions.SMO' numeric
@attribute 'weka.classifiers.functions.SimpleLogistic' numeric
@attribute 'weka.classifiers.functions.VotedPerceptron' numeric
@attribute 'weka.classifiers.lazy.IBk' numeric
@attribute 'weka.classifiers.lazy.KStar' numeric
@attribute 'weka.classifiers.rules.DecisionTable' numeric
@attribute 'weka.classifiers.rules.JRip' numeric
@attribute 'weka.classifiers.rules.OneR' numeric
@attribute 'weka.classifiers.rules.PART' numeric
@attribute 'weka.classifiers.rules.ZeroR' numeric
@attribute 'weka.classifiers.trees.DecisionStump' numeric
@attribute 'weka.classifiers.trees.J48' numeric
@attribute 'weka.classifiers.trees.LMT' numeric
@attribute 'weka.classifiers.trees.REPTree' numeric
@attribute 'weka.classifiers.trees.RandomForest' numeric
@attribute 'weka.classifiers.trees.RandomTree' numeric

@data
449,0.462963,675967194,4251366,26406,0.495508,0.376543,0,0.495508,0.376543,0,0.495508,0.376543,0,0.542999,0.376543,0,0.171779,0.471131,0.438272,-0.024038,0.471131,0.438272,-0.024038,0.471131,0.438272,-0.024038,0.619632,101,7,163,1.075573,92.828221,7,1.055437,52.647874,3.466667,63.692308,-0.55189,33.495488,3.466667,0.3348,19.250476,2,13,-1.322796,4.617284,2,-0.053166,2.944255,0.006135,1,0.594877,0.481481,0.073131,8,5,28,163,1,9,13,15,0.285714,0.006135,0.001972,0.464286,0.535714,-1.206641,4.895497,-0.033455,3.155903,-1.127592,15.382716,0.004463,8.707031,0.102432,87.003086,0.711729,49.846087,0.479637,0.432099,-0.032599,0.479637,0.432099,-0.032599,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,0.504775,0.481481,0.001344,0.504775,0.481481,0.001344,1.995232,68.018851,1.995232,0.43441,0.574074,-0.121316,50.393939,50.868687,0,43.707071,51.333333,0,55.313131,60.646465,0,48.171717,46.373737,58.454545,59.787879,57.626263,52.656566,64.282828,61.10101,53.10101,60.646465,60.727273,55.808081,45.545455
450,0.996198,633244,316622,10918,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.938561,0.041667,0.744006,0.018939,0.917723,0.015152,0.886574,0.917723,0.015152,0.886574,0.917723,0.015152,0.886574,0.92803,245,2,206,1.017639,35.564394,2,0.94447,13.060099,2,96,0.362351,22.790694,2,-0.071219,8.880407,2,29,-0.660466,12.62572,2,-0.974541,6.043359,0.07197,19,0.989044,0.037879,0.729564,2,2,5,264,0,0,3,2,0.4,0,0,0.6,0.4,-0.660466,12.62572,-0.974541,6.043359,0.729878,20.18197,-0.183585,7.537763,1.017639,35.564394,0.94447,13.060099,0.911923,0.034091,0.750839,0.911923,0.034091,0.750839,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,0.941246,0.018939,0.861577,0.941246,0.018939,0.861577,0,96.015624,0,0.941246,0.018939,0.861577,98.157895,96.315789,0,97.631579,97.631579,95.526316,96.052632,97.368421,94.736842,96.842105,96.578947,98.684211,98.684211,94.736842,98.684211,94.736842,96.315789,98.684211,96.842105,97.105263,98.684211,98.157895
451,0.609218,57120,19040,1904,1,0,1,1,0,1,1,0,1,0.850152,0.128,0.732995,0.012,1,0,1,1,0,1,1,0,1,0.556,278,10,68,-0.398137,100.152,10,0.446142,15.456348,4.25,48,-0.449467,69.5433,4.25,0.183052,15.395027,2,28,-0.500796,38.934599,2,-0.080037,15.333707,0.444,222,0.997813,0.02,0.959675,2,2,6,500,32,32,2,4,0.333333,0.064,0.010667,0.333333,0.666667,-0.500796,38.934599,-0.080037,15.333707,-0.449467,69.5433,0.183052,15.395027,-0.398137,100.152,0.446142,15.456348,1,0,1,1,0,1,1,0,1,0.9627,0.048,0.90198,0.9627,0.048,0.90198,0.9627,0.048,0.90198,3.86221,28.284271,3.86221,0.97708,0.022,0.955622,98.367347,98.911565,0,98.77551,100,98.77551,98.77551,98.77551,55.918367,99.319728,96.054422,100,100,100,98.367347,55.782313,87.619048,100,98.77551,100,98.639456,96.870748
452,0.197183,1444950,111150,8550,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.690634,0.491228,0.282051,0.02807,0.735005,0.459649,0.363416,0.735005,0.459649,0.363416,0.735005,0.459649,0.363416,0.414035,118,95,90,-0.583872,75.865495,95,0.285817,18.69292,22,38.666667,-1.135922,27.334509,22,-0.075358,7.081739,2,13,-1.480283,2.967743,2,-0.656452,1.239889,0.073684,21,0.790749,0.512281,0.326045,1,7,8,285,18,27,3,5,0.125,0.063158,0.011842,0.375,0.625,-1.480283,2.967743,-0.656452,1.239889,-1.343611,3.17029,0.14456,1.312407,-0.583872,75.865495,0.285817,18.69292,0.49626,0.585965,0,0.49626,0.585965,0,0.49626,0.585965,0,0.469756,0.729825,-0.036074,0.469756,0.729825,-0.036074,0.469756,0.729825,-0.036074,40.853396,44.455971,40.853396,0.498797,0.726316,0.036203,54.736842,51.052632,0,35.789474,63.421053,0,57.894737,56.578947,0,27.631579,29.210526,57.368421,47.631579,27.368421,41.578947,44.736842,53.947368,49.210526,58.421053,44.736842,35.526316,41.842105
453,0.375,10010112,178752,3192,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.507443,0.45614,-0.001351,0.210526,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.578947,33,57,56,14.352345,2315386.25,57,3.574699,3137984.791869,12,55.75,3.901528,607880.176535,12,1.282832,788385.217272,2,55,-0.162596,16569.947368,2,0.077215,2094.432197,0.017544,1,0.490866,0.649123,-0.014918,1,5,12,57,1,1,4,8,0.083333,0.017544,0.001462,0.333333,0.666667,0.02967,23508.364035,0.20142,2920.391772,0.708181,49782.254386,0.739707,6730.822511,10.966733,1750349.911184,2.907369,2355504.437533,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,0.538805,0.54386,-0.007986,0.538805,0.54386,-0.007986,18.392545,0.5,18.392545,0.518134,0.54386,0.058604,63.333333,40,0,46.666667,71.666667,0,58.333333,56.666667,0,60,43.333333,60,65,8.333333,56.666667,66.666667,65,58.333333,56.666667,66.666667,66.666667,51.666667
455,0.622222,1375515648,14328288,111072,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.850342,0.337438,0.426944,0.022167,0.848444,0.339901,0.427953,0.848444,0.339901,0.427953,0.848444,0.339901,0.427953,0.625616,254,312,356,0.541204,2979.413793,312,1.034079,847.004328,106.666667,128.333333,-0.4047,565.705218,106.666667,0.490349,167.510608,3,13,-1.200342,15.519704,3,0.020912,2.803359,0.179803,73,0.868456,0.312808,0.479818,0,3,9,406,14,14,6,3,0,0.034483,0.003831,0.666667,0.333333,-0.915741,21.515856,0.177896,3.512393,-0.660709,90.501841,0.481375,23.292382,0.415222,890.938116,0.779117,290.442926,0.701312,0.288177,0.30069,0.701312,0.288177,0.30069,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,0.882676,0.261084,0.537724,0.882676,0.261084,0.537724,177.826695,117.884124,177.826695,0.806752,0.224138,0.578146,68.205128,69.401709,0,75.042735,81.025641,0,80.512821,80.683761,0,82.393162,80.854701,72.307692,76.239316,73.675214,64.615385,64.102564,63.589744,69.74359,80.683761,73.675214,74.871795,72.991453
457,0.730769,51300,12825,675,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.680441,0.407407,0.332584,0.148148,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.444444,12,27,25,9.996378,10.455556,27,2.864043,10.772413,15.5,22,6.546042,6.348889,15.5,2.369899,6.87096,4,19,3.095707,2.242222,4,1.875755,2.969508,0.074074,2,0.803563,0.407407,0.370763,0,4,4,27,0,0,2,2,0,0,0,0.5,0.5,3.095707,2.242222,1.875755,2.969508,6.546042,6.348889,2.369899,6.87096,9.996378,10.455556,2.864043,10.772413,0.479947,0.555556,0,0.479947,0.555556,0,0.479947,0.555556,0,0.77709,0.37037,0.424307,0.77709,0.37037,0.424307,0.77709,0.37037,0.424307,16.263456,4.242641,16.263456,0.8497,0.185185,0.71875,60,48,0,52,44,0,48,52,0,60,56,56,52,20,56,40,48,56,52,40,52,44
458,0.996429,57036936,864196,11371,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.748706,0.441141,0.339268,0.084423,0.938943,0.083234,0.878603,0.938943,0.083234,0.878603,0.938943,0.083234,0.878603,0.376932,317,4,137,21.231717,77.360285,4,4.087187,31.071726,4,28.857143,2.359129,10.125242,4,1.114702,5.356526,4,6,-0.790262,0.444709,4,-0.040709,0.80451,0.065398,55,0.995607,0.014269,0.979223,0,4,71,841,0,0,70,1,0,0,0,0.985915,0.014085,0.361678,3.127229,0.703817,2.520373,1.414123,5.030916,1.032254,3.90264,2.442384,11.936385,1.339735,6.207934,0.945846,0.105826,0.845655,0.945846,0.105826,0.845655,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,0.886445,0.155767,0.77261,0.886445,0.155767,0.77261,0,21.439693,0,0.993547,0.011891,0.982699,98.373984,97.642276,96.422764,98.699187,99.837398,0,99.186992,99.268293,0,99.349593,99.186992,85.853659,93.089431,68.130081,94.796748,38.211382,56.01626,93.414634,99.268293,90.406504,98.536585,84.146341
459,0.658537,756,378,189,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.753231,0.240964,0.529745,0.048193,0.75235,0.240964,0.519954,0.75235,0.240964,0.519954,0.75235,0.240964,0.519954,0.554217,46,3,63,-1.240333,147.072289,3,0.025082,75.883862,2.333333,63,-1.240333,147.072289,2.333333,0.025082,75.883862,2,63,-1.240333,147.072289,2,0.025082,75.883862,0.445783,37,0.849001,0.216867,0.565698,2,2,4,83,0,0,1,3,0.5,0,0,0.25,0.75,-1.240333,147.072289,0.025082,75.883862,-1.240333,147.072289,0.025082,75.883862,-1.240333,147.072289,0.025082,75.883862,0.663043,0.361446,0.231956,0.663043,0.361446,0.231956,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,0.760576,0.253012,0.499857,0.760576,0.253012,0.499857,0.57735,0,0.57735,0.78349,0.240964,0.52244,79.090909,80,0,76.363636,80,74.545455,74.545455,77.272727,49.090909,68.181818,83.636364,72.727273,71.818182,72.727273,72.727273,54.545455,74.545455,70.909091,77.272727,74.545455,70.909091,70.909091
461,0.616162,932064,155344,5548,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.07,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.73,73,6,76,14.52693,189.0231,6,3.290818,294.244598,3,59,6.34807,74.824133,3,1.939671,101.234059,2,28,-0.061752,3.3693,2,0.6465,1.629013,0.27,27,0.988331,0.05,0.877451,3,2,7,100,0,0,3,4,0.428571,0,0,0.428571,0.571429,-0.061752,3.3693,0.6465,1.629013,4.579032,32.08,1.881696,7.828567,14.52693,189.0231,3.290818,294.244598,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,0.948757,0.05,0.871663,0.948757,0.05,0.871663,2,26.888659,2,0.653729,0.25,0.326509,98.518519,94.074074,0,94.814815,85.925926,77.777778,76.296296,96.296296,98.518519,69.62963,85.925926,98.518519,98.518519,98.518519,98.518519,74.074074,98.518519,98.518519,96.296296,97.777778,98.518519,96.296296
462,0.590909,3312,1104,368,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.602139,0.347826,0.261044,0.26087,0.602139,0.347826,0.261044,0.602139,0.347826,0.261044,0.602139,0.347826,0.261044,0.695652,16,23,16,0.293125,69.565217,23,-0.653706,7.05708,6.4,16,0.293125,69.565217,6.4,-0.653706,7.05708,1,16,0.293125,69.565217,1,-0.653706,7.05708,0.086957,2,0.705487,0.347826,0.261044,1,3,6,23,0,0,1,5,0.166667,0,0,0.166667,0.833333,0.293125,69.565217,-0.653706,7.05708,0.293125,69.565217,-0.653706,7.05708,0.293125,69.565217,-0.653706,7.05708,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,9.316652,0,9.316652,0.613182,0.434783,0.087302,56,72,0,64,76,0,72,64,0,64,64,60,68,60,72,60,64,72,64,60,60,60
463,0.731844,59376240,942480,13860,0.488387,0.138889,0,0.488387,0.138889,0,0.488387,0.138889,0,0.588516,0.138889,0,0.183333,0.513161,0.144444,0.042945,0.513161,0.144444,0.042945,0.513161,0.144444,0.042945,0.861111,155,10,180,4.616904,90.5,10,0.782909,52.105662,2.703704,71,0.592347,41.944093,2.703704,0.421406,13.279189,2,12,-1.2,1.606889,2,0,0.066402,0.138889,25,0.662968,0.188889,0.121951,23,2,33,180,0,0,6,27,0.69697,0,0,0.181818,0.818182,-0.793528,2.814556,0.128446,0.492108,0.060301,42.831111,0.420887,7.850003,1.660184,75.63375,0.745097,21.403205,0.503742,0.177778,0.028668,0.503742,0.177778,0.028668,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,0.598065,0.2,0.216445,0.598065,0.2,0.216445,1.957526,59.154036,1.957526,0.614839,0.172222,0.241848,80,77.647059,0,70.980392,80,78.039216,83.921569,83.529412,88.235294,81.960784,82.745098,89.019608,85.098039,87.058824,83.529412,88.235294,88.235294,84.705882,83.529412,87.843137,87.058824,78.823529
465,0.53125,24756848,399304,5624,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.669521,0.206186,0.334705,0.113402,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.752577,73,62,76,0.910163,1986.463918,62,0.780878,83.100661,17,48.142857,-0.720037,332.025458,17,-0.020322,25.509448,2,12,-1.804438,0.596557,2,-0.949161,0.164693,0.247423,24,0.826484,0.309278,0.364906,3,2,11,97,0,0,7,4,0.272727,0,0,0.636364,0.363636,-1.705822,2.756907,-0.142791,0.691644,-1.063832,19,-0.026635,7.972852,0.332427,175.608247,0.223406,64.135364,0.514269,0.268041,-0.039571,0.514269,0.268041,-0.039571,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,0.621575,0.28866,0.068587,0.621575,0.28866,0.068587,30,28.044183,30,0.522546,0.319588,0.018283,74.615385,70.769231,0,77.692308,78.461538,77.692308,77.692308,82.307692,76.923077,70,83.076923,76.923077,83.846154,75.384615,80,76.923077,76.153846,77.692308,82.307692,76.153846,81.538462,74.615385
466,0.99705,1560003984,7959204,40198,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.575509,0.4,0.171296,0.044118,0.811202,0.252941,0.490788,0.811202,0.252941,0.490788,0.811202,0.252941,0.490788,0.520588,177,3,202,2.713862,134.679412,3,0.301993,89.377032,2.333333,184.75,0.478498,11.978482,2.333333,-0.034557,7.56404,2,86,-1.439753,0.810438,2,-0.559834,0.117524,0.479412,163,0.59731,0.426471,0.139135,2,2,15,340,228,834,12,3,0.133333,0.670588,0.163529,0.8,0.2,0.085182,0.818985,-0.109479,0.122653,0.38577,0.826077,-0.03079,0.126847,0.870349,0.831579,0.139257,0.131159,0.830958,0.235294,0.524692,0.830958,0.235294,0.524692,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,0.756933,0.288235,0.421427,0.756933,0.288235,0.421427,0.57735,31.447286,0.57735,0.566947,0.429412,0.134679,66.060606,54.949495,0,61.010101,58.181818,60.606061,59.393939,58.585859,51.515152,56.161616,61.414141,74.747475,73.535354,85.454545,68.484848,52.525253,60.606061,75.151515,71.111111,71.515152,77.575758,66.060606
467,0.980392,7171008,140608,2704,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.192308,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.519231,27,52,52,16.596952,1.409138,52,1.515324,0.87769,27,49.25,8.966131,0.142318,27,-1.896317,0.49236,2,45,2.481995,-0.15745,2,-3.582009,0.13894,0.480769,25,0.930014,0.230769,0.532234,1,2,10,52,0,0,8,2,0.1,0,0,0.8,0.2,3.150962,-0.107283,-3.409692,0.164856,9.105779,-0.041398,-2.595332,0.472072,14.170315,0.119279,0.157446,0.841093,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,35.355339,2.434866,35.355339,0.704444,0.288462,0.414414,87.692308,83.076923,0,81.538462,92.307692,87.692308,87.692308,86.153846,84.615385,80,78.461538,78.461538,76.923077,46.153846,76.923077,53.846154,76.923077,76.923077,86.153846,53.846154,87.692308,86.153846
468,0,1885380,314230,4690,0.887037,0.263889,0.683333,0.887037,0.263889,0.683333,0.887037,0.263889,0.683333,0.791667,0.666667,0.2,0.055556,0.89537,0.25,0.7,0.89537,0.25,0.7,0.89537,0.25,0.7,0.166667,12,6,70,-0.071878,1184.440278,6,0.861879,1005.269043,6,68,-1.099338,641.218056,6,0.365266,506.45281,6,67,-1.991726,338.573611,6,0.038438,250.289483,0.166667,12,0.984722,0.166667,0.8,0,6,4,72,0,0,3,1,0,0,0,0.75,0.25,-1.991726,338.573611,0.038438,250.289483,-1.23441,400.640278,0.195481,263.799902,-0.071878,1184.440278,0.861879,1005.269043,0.92581,0.25,0.7,0.92581,0.25,0.7,0.92581,0.25,0.7,0.825,0.291667,0.65,0.825,0.291667,0.65,0.825,0.291667,0.65,0,1.732051,0,0.883333,0.194444,0.766667,76.666667,86.666667,83.333333,85,81.666667,0,83.333333,81.666667,0,85,80,75,71.666667,61.666667,70,16.666667,33.333333,68.333333,80,78.333333,81.666667,81.666667
470,0.545455,1566208,55936,1748,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.62513,0.333333,0,0.014881,0.5496,0.327381,0.110512,0.5496,0.327381,0.110512,0.5496,0.327381,0.110512,0.666667,448,28,46,0.562997,90,28,0.847413,9.965482,12.6,27.2,-0.363471,28.800744,12.6,0.339164,5.649865,1,3,-1.502239,5.310268,1,-0.016118,0.817105,0.333333,224,0.641123,0.330357,0.165414,1,2,10,672,666,1200,5,5,0.1,0.991071,0.178571,0.5,0.5,-1.365406,7.096354,-0.008059,2.065635,-0.120152,16.857143,0.415606,4.879733,0.516805,56.476935,0.648165,9.61916,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.548464,0.373512,0.121354,0.548464,0.373512,0.121354,0.548464,0.373512,0.121354,14.099645,17.19593,14.099645,0.460938,0.5,-0.074627,64.623116,65.226131,0,72.763819,69.849246,73.065327,71.859296,72.060302,67.135678,47.336683,62.81407,65.829146,66.030151,63.015075,61.507538,66.834171,66.834171,67.437186,72.060302,66.331658,61.909548,55.778894
472,0.476744,109350,54675,2025,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.716758,0.298851,0.384322,0.045977,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.597701,52,2,75,9.120861,142.344828,2,3.043802,73.356065,2,43,2.602874,51.414368,2,1.232789,32.02881,2,27,-0.94675,1.417816,2,-0.135001,1.329649,0.402299,35,0.705716,0.275862,0.415454,1,2,4,87,0,0,3,1,0.25,0,0,0.75,0.25,-0.94675,1.417816,-0.135001,1.329649,-0.365487,10.48046,0.789565,21.400716,9.120861,142.344828,3.043802,73.356065,0.695604,0.310345,0.3455,0.695604,0.310345,0.3455,0.695604,0.310345,0.3455,0.631593,0.367816,0.256013,0.631593,0.367816,0.256013,0.631593,0.367816,0.256013,0,27.712813,0,0.717857,0.298851,0.389968,72.173913,69.565217,59.130435,74.782609,73.913043,73.043478,73.043478,73.913043,62.608696,70.434783,73.043478,72.173913,73.043478,72.173913,73.913043,60.869565,72.173913,73.913043,73.043478,66.956522,66.956522,65.217391
475,0.902256,7300,1825,365,0.6959,0.5925,0.21,0.6959,0.5925,0.21,0.6959,0.5925,0.21,0.6175,0.6225,0.17,0.015,0.644054,0.6425,0.143333,0.644054,0.6425,0.143333,0.644054,0.6425,0.143333,0.25,100,5,73,11.936417,15.0975,5,3.221822,30.025686,3.6,73,11.936417,15.0975,3.6,3.221822,30.025686,2,73,11.936417,15.0975,2,3.221822,30.025686,0.25,100,0.604283,0.6725,0.103333,2,4,6,400,0,0,1,5,0.333333,0,0,0.166667,0.833333,11.936417,15.0975,3.221822,30.025686,11.936417,15.0975,3.221822,30.025686,11.936417,15.0975,3.221822,30.025686,0.625696,0.685,0.086667,0.625696,0.685,0.086667,0.625696,0.685,0.086667,0.504067,0.74,0.013333,0.504067,0.74,0.013333,0.504067,0.74,0.013333,1.516575,0,1.516575,0.359175,0.9325,-0.243333,30.517241,35.344828,0,36.206897,23.448276,0,21.206897,34.655172,0,0.517241,19.482759,38.965517,36.034483,35.689655,36.551724,25,39.310345,38.965517,43.62069,33.62069,20.344828,25.344828
476,0.979592,5762400,120050,2450,0.7312,0.26,0.48,0.7312,0.26,0.48,0.7312,0.26,0.48,0.796,0.2,0.6,0.14,0.7536,0.24,0.52,0.7536,0.24,0.52,0.7536,0.24,0.52,0.5,25,50,49,25.879747,39.794,50,4.653761,90.073681,26,48.4,8.450046,-2.588352,26,0.069943,37.448425,2,48,1.524249,-52.936,2,-2.304994,5.425038,0.5,25,0.8784,0.2,0.6,1,2,7,50,0,0,5,2,0.142857,0,0,0.714286,0.285714,2.526353,-30.279,-2.028942,16.018246,4.482459,3.00424,-1.468071,30.862939,16.357532,22.306,2.937834,62.171347,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,33.941125,0.547723,33.941125,0.88,0.12,0.76,83.333333,78.333333,0,86.666667,85,81.666667,81.666667,85,76.666667,91.666667,86.666667,86.666667,81.666667,50,78.333333,50,85,81.666667,85,50,85,71.666667
